,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
3521,106190148,Pancreatic Resection,,,,
3522,106190148,PCI,3.0,141.0,2.7,As Expected
3523,106190148,AAA Repair Open Unrupture,,,,
3524,106190148,Pneumonia,2.0,168.0,1.1,As Expected
3525,106190148,Hip Fracture,1.0,52.0,0.8,As Expected
3526,106190148,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
3527,106190148,AAA Repair Endo Unrupture,,,,
3528,106190148,Acute Stroke,7.0,287.0,3.4,Better
3529,106190148,Isolated CABG Operative Mortality,2.0,23.0,6.922368,As Expected
3530,106190148,Acute Stroke Subarachnoid,1.0,3.0,12.2,As Expected
3531,106190148,GI Hemorrhage,7.0,383.0,2.2,As Expected
3532,106190148,AMI,9.0,248.0,2.0,Better
3533,106190148,Acute Stroke Hemorrhagic,4.0,52.0,11.4,As Expected
3534,106190148,Acute Stroke Ischemic,2.0,232.0,1.1,Better
3535,106190197,PCI,,,,
3536,106190197,Carotid Endarterectomy,,,,
3537,106190197,AAA Repair Open Unrupture,,,,
3538,106190197,Acute Stroke Subarachnoid,,,,
3539,106190197,Hip Fracture,0.0,20.0,0.0,As Expected
3540,106190197,Pancreatic Resection,,,,
3541,106190197,Acute Stroke,0.0,30.0,0.0,As Expected
3542,106190197,Pneumonia,3.0,86.0,5.7,As Expected
3543,106190197,AAA Repair Endo Unrupture,,,,
3544,106190197,GI Hemorrhage,1.0,100.0,2.0,As Expected
3545,106190197,AMI,2.0,81.0,2.2,As Expected
3546,106190197,Acute Stroke Ischemic,0.0,30.0,0.0,As Expected
3547,106190197,Acute Stroke Hemorrhagic,,,,
3548,106190197,Heart Failure,2.0,372.0,1.1,As Expected
3549,106190198,PCI,,,,
3550,106190198,Acute Stroke,1.0,56.0,12.6,As Expected
3551,106190198,AMI,0.0,22.0,0.0,As Expected
3552,106190198,Acute Stroke Subarachnoid,,,,
3553,106190198,AAA Repair Endo Unrupture,,,,
3554,106190198,Pancreatic Resection,,,,
3555,106190198,GI Hemorrhage,1.0,147.0,1.0,As Expected
3556,106190198,Pneumonia,2.0,152.0,1.1,As Expected
3557,106190198,Acute Stroke Ischemic,1.0,56.0,7.0,As Expected
3558,106190198,Carotid Endarterectomy,,,,
3559,106190198,Heart Failure,1.0,260.0,0.3,Better
3560,106190198,Acute Stroke Hemorrhagic,,,,
3561,106190198,Hip Fracture,0.0,10.0,0.0,As Expected
3562,106190198,AAA Repair Open Unrupture,,,,
3563,106190200,PCI,,,,
3564,106190200,Acute Stroke Subarachnoid,,,,
3565,106190200,Carotid Endarterectomy,,,,
3566,106190200,Heart Failure,8.0,240.0,2.6,As Expected
3567,106190200,Acute Stroke Ischemic,2.0,103.0,1.6,As Expected
3568,106190200,AMI,4.0,43.0,3.3,As Expected
3569,106190200,Acute Stroke,3.0,133.0,2.2,Better
3570,106190200,AAA Repair Endo Unrupture,,,,
3571,106190200,Hip Fracture,3.0,85.0,5.3,As Expected
3572,106190200,GI Hemorrhage,4.0,162.0,2.4,As Expected
3573,106190200,Pancreatic Resection,,,,
3574,106190200,Pneumonia,10.0,234.0,3.0,As Expected
3575,106190200,Acute Stroke Hemorrhagic,1.0,28.0,3.9,Better
3576,106190200,AAA Repair Open Unrupture,,,,
3577,106190256,AAA Repair Open Unrupture,,,,
3578,106190256,Acute Stroke,0.0,14.0,0.0,As Expected
3579,106190256,Pancreatic Resection,,,,
3580,106190256,GI Hemorrhage,1.0,50.0,5.3,As Expected
3581,106190256,Pneumonia,1.0,86.0,1.5,As Expected
3582,106190256,AMI,0.0,23.0,0.0,As Expected
3583,106190256,Carotid Endarterectomy,,,,
3584,106190256,PCI,,,,
3585,106190256,AAA Repair Endo Unrupture,,,,
3586,106190256,Acute Stroke Subarachnoid,,,,
3587,106190256,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected
3588,106190256,Acute Stroke Hemorrhagic,,,,
3589,106190256,Hip Fracture,0.0,7.0,0.0,As Expected
3590,106190256,Heart Failure,1.0,99.0,1.9,As Expected
3591,106190280,Acute Stroke Hemorrhagic,,,,
3592,106190280,Heart Failure,4.0,85.0,1.9,As Expected
3593,106190280,Pneumonia,1.0,44.0,1.2,As Expected
3594,106190280,Hip Fracture,1.0,21.0,1.7,As Expected
3595,106190280,Acute Stroke,0.0,13.0,0.0,As Expected
3596,106190280,Acute Stroke Subarachnoid,,,,
3597,106190280,AMI,0.0,10.0,0.0,As Expected
3598,106190280,AAA Repair Endo Unrupture,,,,
3599,106190280,Carotid Endarterectomy,,,,
3600,106190280,PCI,,,,
3601,106190280,Acute Stroke Ischemic,0.0,12.0,0.0,As Expected
3602,106190280,GI Hemorrhage,0.0,30.0,0.0,As Expected
3603,106190280,Pancreatic Resection,,,,
3604,106190280,AAA Repair Open Unrupture,,,,
3605,106190315,Heart Failure,10.0,384.0,3.4,As Expected
3606,106190315,Pancreatic Resection,0.0,10.0,0.0,As Expected
3607,106190315,Carotid Endarterectomy,0.0,26.0,0.0,As Expected
3608,106190315,AAA Repair Open Unrupture,,,,
3609,106190315,GI Hemorrhage,6.0,179.0,6.0,As Expected
3610,106190315,Acute Stroke Subarachnoid,3.0,20.0,34.4,As Expected
3611,106190315,Acute Stroke Hemorrhagic,5.0,57.0,14.7,As Expected
3612,106190315,PCI,6.0,175.0,4.7,As Expected
3613,106190315,AMI,17.0,234.0,9.3,Worse
3614,106190315,Isolated CABG Operative Mortality,1.0,105.0,1.146565,As Expected
3615,106190315,Pneumonia,22.0,248.0,9.8,Worse
3616,106190315,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected
3617,106190315,Acute Stroke,13.0,329.0,6.6,As Expected
3618,106190315,Acute Stroke Ischemic,5.0,252.0,2.9,As Expected
3619,106190315,Hip Fracture,2.0,73.0,2.1,As Expected
3620,106190323,Pneumonia,17.0,535.0,2.4,As Expected
3621,106190323,AAA Repair Open Unrupture,,,,
3622,106190323,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected
3623,106190323,GI Hemorrhage,5.0,322.0,1.8,As Expected
3624,106190323,Acute Stroke Hemorrhagic,14.0,91.0,17.3,As Expected
3625,106190323,Acute Stroke,32.0,452.0,7.3,As Expected
3626,106190323,AMI,29.0,522.0,5.8,As Expected
3627,106190323,Hip Fracture,3.0,189.0,1.2,As Expected
3628,106190323,Heart Failure,12.0,894.0,1.2,Better
3629,106190323,Acute Stroke Ischemic,10.0,319.0,3.5,As Expected
3630,106190323,Isolated CABG Operative Mortality,3.0,126.0,3.128285,As Expected
3631,106190323,Acute Stroke Subarachnoid,8.0,42.0,23.3,As Expected
3632,106190323,Pancreatic Resection,0.0,8.0,0.0,As Expected
3633,106190323,PCI,15.0,494.0,3.0,As Expected
3634,106190323,Carotid Endarterectomy,0.0,23.0,0.0,As Expected
3635,106190352,Carotid Endarterectomy,,,,
3636,106190352,Pneumonia,6.0,86.0,5.4,As Expected
3637,106190352,AAA Repair Open Unrupture,,,,
3638,106190352,Hip Fracture,,,,
3639,106190352,Acute Stroke,0.0,23.0,0.0,As Expected
3640,106190352,Heart Failure,3.0,83.0,6.3,As Expected
3641,106190352,AMI,2.0,28.0,3.2,As Expected
3642,106190352,AAA Repair Endo Unrupture,,,,
3643,106190352,GI Hemorrhage,3.0,67.0,3.7,As Expected
3644,106190352,Pancreatic Resection,,,,
3645,106190352,Acute Stroke Ischemic,0.0,23.0,0.0,As Expected
3646,106190352,Acute Stroke Hemorrhagic,,,,
3647,106190352,Acute Stroke Subarachnoid,,,,
3648,106190352,PCI,,,,
3649,106190380,Acute Stroke Subarachnoid,,,,
3650,106190380,Heart Failure,0.0,89.0,0.0,As Expected
3651,106190380,AAA Repair Endo Unrupture,,,,
3652,106190380,Hip Fracture,0.0,13.0,0.0,As Expected
3653,106190380,AAA Repair Open Unrupture,,,,
3654,106190380,Acute Stroke Hemorrhagic,,,,
3655,106190380,Acute Stroke Ischemic,0.0,10.0,0.0,As Expected
3656,106190380,PCI,,,,
3657,106190380,Pneumonia,0.0,123.0,0.0,Better
3658,106190380,GI Hemorrhage,0.0,73.0,0.0,As Expected
3659,106190380,Acute Stroke,0.0,13.0,0.0,As Expected
3660,106190380,AMI,0.0,20.0,0.0,As Expected
3661,106190380,Carotid Endarterectomy,,,,
3662,106190380,Pancreatic Resection,,,,
3663,106190382,Acute Stroke Ischemic,6.0,180.0,4.9,As Expected
3664,106190382,Pneumonia,8.0,151.0,8.5,Worse
3665,106190382,AAA Repair Open Unrupture,,,,
3666,106190382,Pancreatic Resection,0.0,3.0,0.0,As Expected
3667,106190382,Carotid Endarterectomy,,,,
3668,106190382,Acute Stroke,17.0,230.0,8.9,As Expected
3669,106190382,Acute Stroke Hemorrhagic,10.0,48.0,20.7,As Expected
3670,106190382,Heart Failure,8.0,436.0,2.5,As Expected
3671,106190382,AAA Repair Endo Unrupture,,,,
3672,106190382,AMI,20.0,276.0,8.9,Worse
3673,106190382,Isolated CABG Operative Mortality,1.0,40.0,3.103035,As Expected
3674,106190382,GI Hemorrhage,4.0,213.0,2.5,As Expected
3675,106190382,Acute Stroke Subarachnoid,,,,
3676,106190382,Hip Fracture,3.0,63.0,2.8,As Expected
3677,106190382,PCI,11.0,187.0,5.6,As Expected
3678,106190385,AAA Repair Open Unrupture,,,,
3679,106190385,Heart Failure,18.0,878.0,1.6,Better
3680,106190385,Acute Stroke Subarachnoid,4.0,7.0,27.1,As Expected
3681,106190385,PCI,9.0,274.0,3.2,As Expected
3682,106190385,GI Hemorrhage,6.0,375.0,1.5,As Expected
3683,106190385,Hip Fracture,1.0,132.0,0.7,As Expected
3684,106190385,AAA Repair Endo Unrupture,0.0,20.0,0.0,As Expected
3685,106190385,Acute Stroke Hemorrhagic,9.0,68.0,19.5,As Expected
3686,106190385,Acute Stroke Ischemic,10.0,261.0,4.8,As Expected
3687,106190385,Pneumonia,6.0,262.0,1.6,As Expected
3688,106190385,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
3689,106190385,Isolated CABG Operative Mortality,2.0,70.0,2.118659,As Expected
3690,106190385,Acute Stroke,23.0,336.0,8.8,As Expected
3691,106190385,Pancreatic Resection,1.0,23.0,2.6,As Expected
3692,106190385,AMI,22.0,330.0,4.5,As Expected
3693,106190400,AMI,12.0,273.0,4.1,As Expected
3694,106190400,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
3695,106190400,Acute Stroke Hemorrhagic,30.0,114.0,21.9,As Expected
3696,106190400,Pneumonia,8.0,513.0,1.7,As Expected
3697,106190400,Pancreatic Resection,2.0,36.0,4.5,As Expected
3698,106190400,Heart Failure,13.0,633.0,2.0,As Expected
3699,106190400,AAA Repair Open Unrupture,,,,
3700,106190400,Acute Stroke Ischemic,18.0,363.0,4.8,As Expected
3701,106190400,Carotid Endarterectomy,0.0,17.0,0.0,As Expected
3702,106190400,Isolated CABG Operative Mortality,0.0,96.0,0.0,As Expected
3703,106190400,Hip Fracture,0.0,227.0,0.0,Better
3704,106190400,GI Hemorrhage,8.0,459.0,1.8,As Expected
3705,106190400,Acute Stroke Subarachnoid,3.0,21.0,24.5,As Expected
3706,106190400,PCI,8.0,239.0,2.7,As Expected
3707,106190400,Acute Stroke,51.0,498.0,9.1,As Expected
3708,106190422,Acute Stroke Ischemic,27.0,467.0,8.3,Worse
3709,106190422,Acute Stroke Subarachnoid,3.0,14.0,25.3,As Expected
3710,106190422,AMI,39.0,474.0,6.5,As Expected
3711,106190422,Pneumonia,12.0,445.0,2.6,As Expected
3712,106190422,Isolated CABG Operative Mortality,1.0,61.0,2.741923,As Expected
3713,106190422,Acute Stroke Hemorrhagic,22.0,114.0,20.4,As Expected
3714,106190422,GI Hemorrhage,6.0,579.0,1.3,As Expected
3715,106190422,AAA Repair Endo Unrupture,0.0,21.0,0.0,As Expected
3716,106190422,AAA Repair Open Unrupture,,,,
3717,106190422,Heart Failure,29.0,1086.0,2.7,As Expected
3718,106190422,Pancreatic Resection,0.0,10.0,0.0,As Expected
3719,106190422,PCI,31.0,409.0,4.8,As Expected
3720,106190422,Hip Fracture,6.0,236.0,2.3,As Expected
3721,106190422,Carotid Endarterectomy,0.0,24.0,0.0,As Expected
3722,106190422,Acute Stroke,52.0,595.0,11.2,Worse
3723,106190470,Acute Stroke Subarachnoid,5.0,22.0,18.5,As Expected
3724,106190470,Hip Fracture,2.0,179.0,1.4,As Expected
3725,106190470,Acute Stroke,53.0,617.0,8.2,As Expected
3726,106190470,Pancreatic Resection,0.0,8.0,0.0,As Expected
3727,106190470,GI Hemorrhage,16.0,415.0,3.5,As Expected
3728,106190470,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
3729,106190470,Acute Stroke Ischemic,24.0,473.0,5.1,As Expected
3730,106190470,Heart Failure,20.0,703.0,2.7,As Expected
3731,106190470,AAA Repair Open Unrupture,,,,
3732,106190470,AMI,27.0,473.0,5.4,As Expected
3733,106190470,Isolated CABG Operative Mortality,6.0,120.0,3.126016,As Expected
3734,106190470,Acute Stroke Hemorrhagic,24.0,122.0,17.8,As Expected
3735,106190470,Pneumonia,12.0,268.0,3.9,As Expected
3736,106190470,PCI,10.0,268.0,3.6,As Expected
3737,106190470,AAA Repair Endo Unrupture,,,,
3738,106190517,Heart Failure,20.0,486.0,2.6,As Expected
3739,106190517,Hip Fracture,1.0,100.0,1.1,As Expected
3740,106190517,Pancreatic Resection,,,,
3741,106190517,Acute Stroke Subarachnoid,,,,
3742,106190517,GI Hemorrhage,3.0,187.0,1.9,As Expected
3743,106190517,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected
3744,106190517,AAA Repair Endo Unrupture,0.0,17.0,0.0,As Expected
3745,106190517,Acute Stroke,5.0,142.0,4.7,As Expected
3746,106190517,PCI,7.0,177.0,5.2,As Expected
3747,106190517,Isolated CABG Operative Mortality,1.0,45.0,1.925537,As Expected
3748,106190517,Acute Stroke Hemorrhagic,3.0,24.0,15.1,As Expected
3749,106190517,Carotid Endarterectomy,1.0,60.0,1.4,As Expected
3750,106190517,Acute Stroke Ischemic,2.0,117.0,2.1,As Expected
3751,106190517,AMI,14.0,169.0,6.8,As Expected
3752,106190517,Pneumonia,3.0,154.0,1.5,As Expected
3753,106190521,Pancreatic Resection,,,,
3754,106190521,AAA Repair Endo Unrupture,,,,
3755,106190521,Acute Stroke Ischemic,1.0,95.0,1.1,As Expected
3756,106190521,Acute Stroke Subarachnoid,,,,
3757,106190521,PCI,,,,
3758,106190521,AMI,1.0,50.0,1.5,As Expected
3759,106190521,Acute Stroke,1.0,97.0,2.0,As Expected
3760,106190521,GI Hemorrhage,3.0,148.0,2.6,As Expected
3761,106190521,Heart Failure,3.0,311.0,1.9,As Expected
3762,106190521,Carotid Endarterectomy,,,,
3763,106190521,Acute Stroke Hemorrhagic,,,,
3764,106190521,AAA Repair Open Unrupture,,,,
3765,106190521,Hip Fracture,0.0,27.0,0.0,As Expected
3766,106190521,Pneumonia,1.0,68.0,2.0,As Expected
3767,106190522,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
3768,106190522,Isolated CABG Operative Mortality,0.0,79.0,0.0,As Expected
3769,106190522,Acute Stroke Hemorrhagic,2.0,15.0,24.2,As Expected
3770,106190522,Hip Fracture,2.0,80.0,5.6,As Expected
3771,106190522,AAA Repair Open Unrupture,,,,
3772,106190522,Heart Failure,12.0,515.0,2.5,As Expected
3773,106190522,Pancreatic Resection,,,,
3774,106190522,Pneumonia,3.0,269.0,1.0,As Expected
3775,106190522,Carotid Endarterectomy,0.0,11.0,0.0,As Expected
3776,106190522,Acute Stroke Ischemic,2.0,96.0,4.3,As Expected
3777,106190522,Acute Stroke,4.0,114.0,8.3,As Expected
3778,106190522,AMI,9.0,220.0,4.0,As Expected
3779,106190522,GI Hemorrhage,5.0,124.0,5.1,As Expected
3780,106190522,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
3781,106190522,PCI,4.0,126.0,4.1,As Expected
3782,106190524,AAA Repair Endo Unrupture,,,,
3783,106190524,PCI,,,,
3784,106190524,AMI,2.0,14.0,6.3,As Expected
3785,106190524,Carotid Endarterectomy,,,,
3786,106190524,Acute Stroke,1.0,53.0,1.7,Better
3787,106190524,Pneumonia,1.0,108.0,0.7,As Expected
3788,106190524,AAA Repair Open Unrupture,,,,
3789,106190524,GI Hemorrhage,0.0,122.0,0.0,As Expected
3790,106190524,Heart Failure,3.0,277.0,0.9,Better
3791,106190524,Hip Fracture,1.0,41.0,0.9,As Expected
3792,106190524,Acute Stroke Ischemic,1.0,47.0,1.2,As Expected
3793,106190524,Acute Stroke Subarachnoid,,,,
3794,106190524,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected
3795,106190524,Pancreatic Resection,,,,
3796,106190547,Carotid Endarterectomy,,,,
3797,106190547,AAA Repair Open Unrupture,,,,
3798,106190547,GI Hemorrhage,1.0,61.0,5.0,As Expected
3799,106190547,Hip Fracture,1.0,26.0,16.6,As Expected
3800,106190547,Pancreatic Resection,,,,
3801,106190547,AMI,0.0,19.0,0.0,As Expected
3802,106190547,AAA Repair Endo Unrupture,,,,
3803,106190547,Acute Stroke,0.0,46.0,0.0,As Expected
3804,106190547,Acute Stroke Ischemic,0.0,41.0,0.0,As Expected
3805,106190547,Heart Failure,1.0,120.0,1.4,As Expected
3806,106190547,PCI,,,,
3807,106190547,Pneumonia,6.0,102.0,7.0,As Expected
3808,106190547,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected
3809,106190547,Acute Stroke Subarachnoid,,,,
3810,106190555,Pancreatic Resection,0.0,111.0,0.0,As Expected
3811,106190555,Carotid Endarterectomy,2.0,86.0,1.0,As Expected
3812,106190555,AAA Repair Endo Unrupture,1.0,48.0,1.1,As Expected
3813,106190555,Acute Stroke Hemorrhagic,31.0,181.0,19.8,As Expected
3814,106190555,AAA Repair Open Unrupture,0.0,5.0,0.0,As Expected
3815,106190555,Acute Stroke,68.0,768.0,8.4,As Expected
3816,106190555,AMI,48.0,788.0,5.3,As Expected
3817,106190555,Hip Fracture,8.0,283.0,2.0,As Expected
3818,106190555,PCI,37.0,933.0,3.2,As Expected
3819,106190555,Isolated CABG Operative Mortality,3.0,201.0,1.877801,As Expected
3820,106190555,Acute Stroke Ischemic,29.0,532.0,5.3,As Expected
3821,106190555,Acute Stroke Subarachnoid,8.0,55.0,15.1,As Expected
3822,106190555,Pneumonia,13.0,531.0,2.3,As Expected
3823,106190555,Heart Failure,51.0,1890.0,2.0,Better
3824,106190555,GI Hemorrhage,13.0,866.0,1.7,As Expected
3825,106190570,AAA Repair Open Unrupture,,,,
3826,106190570,Acute Stroke Hemorrhagic,,,,
3827,106190570,Pancreatic Resection,,,,
3828,106190570,AAA Repair Endo Unrupture,,,,
3829,106190570,Hip Fracture,0.0,14.0,0.0,As Expected
3830,106190570,Carotid Endarterectomy,,,,
3831,106190570,GI Hemorrhage,0.0,60.0,0.0,As Expected
3832,106190570,Pneumonia,0.0,39.0,0.0,As Expected
3833,106190570,PCI,,,,
3834,106190570,Heart Failure,0.0,139.0,0.0,As Expected
3835,106190570,Acute Stroke Ischemic,0.0,23.0,0.0,As Expected
3836,106190570,Acute Stroke,0.0,25.0,0.0,As Expected
3837,106190570,AMI,1.0,38.0,1.8,As Expected
3838,106190570,Acute Stroke Subarachnoid,,,,
3839,106190587,GI Hemorrhage,0.0,94.0,0.0,As Expected
3840,106190587,Acute Stroke,1.0,8.0,16.3,As Expected
3841,106190587,AMI,1.0,18.0,3.1,As Expected
3842,106190587,AAA Repair Endo Unrupture,,,,
3843,106190587,Acute Stroke Ischemic,1.0,8.0,9.1,As Expected
3844,106190587,Hip Fracture,0.0,13.0,0.0,As Expected
3845,106190587,Heart Failure,3.0,97.0,4.5,As Expected
3846,106190587,Acute Stroke Subarachnoid,,,,
3847,106190587,Pneumonia,1.0,51.0,3.5,As Expected
3848,106190587,Pancreatic Resection,,,,
3849,106190587,Carotid Endarterectomy,,,,
3850,106190587,Acute Stroke Hemorrhagic,,,,
3851,106190587,AAA Repair Open Unrupture,,,,
3852,106190587,PCI,,,,
3853,106190630,Acute Stroke Subarachnoid,19.0,64.0,29.2,As Expected
3854,106190630,AMI,25.0,488.0,5.1,As Expected
3855,106190630,Isolated CABG Operative Mortality,1.0,92.0,0.8831353,As Expected
3856,106190630,Pneumonia,6.0,166.0,3.5,As Expected
3857,106190630,Acute Stroke Hemorrhagic,37.0,139.0,20.3,As Expected
3858,106190630,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
3859,106190630,Heart Failure,26.0,805.0,2.9,As Expected
3860,106190630,GI Hemorrhage,16.0,337.0,3.2,As Expected
3861,106190630,Acute Stroke,106.0,803.0,9.2,As Expected
3862,106190630,Acute Stroke Ischemic,50.0,600.0,5.0,As Expected
3863,106190630,Hip Fracture,3.0,189.0,1.6,As Expected
3864,106190630,Pancreatic Resection,1.0,4.0,5.6,As Expected
3865,106190630,PCI,10.0,288.0,2.8,As Expected
3866,106190630,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
3867,106190630,AAA Repair Open Unrupture,,,,
3868,106190673,PCI,,,,
3869,106190673,Pancreatic Resection,,,,
3870,106190673,Acute Stroke Subarachnoid,,,,
3871,106190673,Pneumonia,1.0,76.0,1.4,As Expected
3872,106190673,Acute Stroke,0.0,13.0,0.0,As Expected
3873,106190673,GI Hemorrhage,0.0,68.0,0.0,As Expected
3874,106190673,Hip Fracture,1.0,33.0,1.5,As Expected
3875,106190673,Acute Stroke Hemorrhagic,,,,
3876,106190673,AAA Repair Open Unrupture,,,,
3877,106190673,AAA Repair Endo Unrupture,,,,
3878,106190673,Heart Failure,1.0,96.0,1.0,As Expected
3879,106190673,AMI,5.0,69.0,5.2,As Expected
3880,106190673,Carotid Endarterectomy,,,,
3881,106190673,Acute Stroke Ischemic,0.0,12.0,0.0,As Expected
3882,106190680,Carotid Endarterectomy,,,,
3883,106190680,Pancreatic Resection,,,,
3884,106190680,Hip Fracture,0.0,52.0,0.0,As Expected
3885,106190680,Heart Failure,5.0,204.0,2.7,As Expected
3886,106190680,AAA Repair Endo Unrupture,,,,
3887,106190680,Acute Stroke Hemorrhagic,,,,
3888,106190680,Acute Stroke Subarachnoid,,,,
3889,106190680,Acute Stroke Ischemic,3.0,67.0,10.6,As Expected
3890,106190680,PCI,,,,
3891,106190680,AAA Repair Open Unrupture,,,,
3892,106190680,Pneumonia,2.0,98.0,2.2,As Expected
3893,106190680,GI Hemorrhage,4.0,121.0,2.8,As Expected
3894,106190680,Acute Stroke,5.0,69.0,17.2,As Expected
3895,106190680,AMI,2.0,36.0,2.5,As Expected
3896,106190687,PCI,2.0,122.0,1.5,As Expected
3897,106190687,Pancreatic Resection,,,,
3898,106190687,Heart Failure,14.0,378.0,2.1,As Expected
3899,106190687,Acute Stroke Subarachnoid,,,,
3900,106190687,Acute Stroke Hemorrhagic,0.0,8.0,0.0,As Expected
3901,106190687,AAA Repair Endo Unrupture,,,,
3902,106190687,AAA Repair Open Unrupture,,,,
3903,106190687,AMI,7.0,158.0,4.4,As Expected
3904,106190687,Hip Fracture,0.0,186.0,0.0,Better
3905,106190687,Acute Stroke Ischemic,3.0,108.0,1.8,Better
3906,106190687,Carotid Endarterectomy,,,,
3907,106190687,Acute Stroke,5.0,118.0,3.6,Better
3908,106190687,Pneumonia,4.0,184.0,1.2,As Expected
3909,106190687,GI Hemorrhage,1.0,221.0,0.4,Better
3910,106190696,Acute Stroke Hemorrhagic,,,,
3911,106190696,AAA Repair Open Unrupture,,,,
3912,106190696,Acute Stroke Ischemic,0.0,5.0,0.0,As Expected
3913,106190696,Acute Stroke Subarachnoid,,,,
3914,106190696,Acute Stroke,1.0,6.0,94.4,As Expected
3915,106190696,Carotid Endarterectomy,,,,
3916,106190696,GI Hemorrhage,0.0,42.0,0.0,As Expected
3917,106190696,PCI,,,,
3918,106190696,Heart Failure,1.0,71.0,3.4,As Expected
3919,106190696,Pneumonia,7.0,113.0,16.1,Worse
3920,106190696,Hip Fracture,0.0,9.0,0.0,As Expected
3921,106190696,Pancreatic Resection,,,,
3922,106190696,AAA Repair Endo Unrupture,,,,
3923,106190696,AMI,1.0,7.0,8.0,As Expected
3924,106190708,AAA Repair Endo Unrupture,,,,
3925,106190708,Hip Fracture,0.0,51.0,0.0,As Expected
3926,106190708,GI Hemorrhage,2.0,95.0,1.1,As Expected
3927,106190708,Pneumonia,6.0,134.0,2.1,As Expected
3928,106190708,Pancreatic Resection,,,,
3929,106190708,Heart Failure,5.0,271.0,1.1,Better
3930,106190708,Acute Stroke Subarachnoid,,,,
3931,106190708,Acute Stroke Hemorrhagic,1.0,3.0,25.8,As Expected
3932,106190708,Acute Stroke Ischemic,2.0,43.0,2.8,As Expected
3933,106190708,AAA Repair Open Unrupture,,,,
3934,106190708,Acute Stroke,3.0,47.0,6.1,As Expected
3935,106190708,Carotid Endarterectomy,,,,
3936,106190708,PCI,0.0,10.0,0.0,As Expected
